year,series,volume,type,y2030,y2050,y2100,lohi
2099,RoW,58.5,seriesval,0,0,0,0
2100,RoW,58.98,seriesval,0,0,0,0
1870,Cumu,2.91,seriesval,0,0,0,0
1871,Cumu,5.9,seriesval,0,0,0,0
1872,Cumu,9.1,seriesval,0,0,0,0
1873,Cumu,12.36,seriesval,0,0,0,0
1874,Cumu,15.6,seriesval,0,0,0,0
1875,Cumu,18.9,seriesval,0,0,0,0
1876,Cumu,22.21,seriesval,0,0,0,0
1877,Cumu,25.54,seriesval,0,0,0,0
1878,Cumu,28.89,seriesval,0,0,0,0
1879,Cumu,32.29,seriesval,0,0,0,0
1880,Cumu,35.8,seriesval,0,0,0,0
1881,Cumu,39.4,seriesval,0,0,0,0
1882,Cumu,42.96,seriesval,0,0,0,0
1883,Cumu,46.58,seriesval,0,0,0,0
1884,Cumu,50.21,seriesval,0,0,0,0
1885,Cumu,53.85,seriesval,0,0,0,0
1886,Cumu,57.51,seriesval,0,0,0,0
1887,Cumu,61.21,seriesval,0,0,0,0
1888,Cumu,65.02,seriesval,0,0,0,0
1889,Cumu,68.82,seriesval,0,0,0,0
1890,Cumu,74.46,seriesval,0,0,0,0
1891,Cumu,80.16,seriesval,0,0,0,0
1892,Cumu,85.93,seriesval,0,0,0,0
1893,Cumu,91.7,seriesval,0,0,0,0
1894,Cumu,97.58,seriesval,0,0,0,0
1895,Cumu,103.57,seriesval,0,0,0,0
1896,Cumu,109.64,seriesval,0,0,0,0
1897,Cumu,115.81,seriesval,0,0,0,0
1898,Cumu,122.1,seriesval,0,0,0,0
1899,Cumu,128.57,seriesval,0,0,0,0
1900,Cumu,135.15,seriesval,0,0,0,0
1901,Cumu,142.29,seriesval,0,0,0,0
1902,Cumu,149.54,seriesval,0,0,0,0
1903,Cumu,157.07,seriesval,0,0,0,0
1904,Cumu,164.67,seriesval,0,0,0,0
1905,Cumu,172.5,seriesval,0,0,0,0
1906,Cumu,180.54,seriesval,0,0,0,0
1907,Cumu,188.94,seriesval,0,0,0,0
1908,Cumu,197.29,seriesval,0,0,0,0
1909,Cumu,205.8,seriesval,0,0,0,0
1910,Cumu,214.51,seriesval,0,0,0,0
1911,Cumu,223.22,seriesval,0,0,0,0
1912,Cumu,232.03,seriesval,0,0,0,0
1913,Cumu,241.07,seriesval,0,0,0,0
1914,Cumu,249.83,seriesval,0,0,0,0
1915,Cumu,258.59,seriesval,0,0,0,0
1916,Cumu,267.62,seriesval,0,0,0,0
1917,Cumu,276.86,seriesval,0,0,0,0
1918,Cumu,286.18,seriesval,0,0,0,0
1919,Cumu,295.08,seriesval,0,0,0,0
1920,Cumu,304.52,seriesval,0,0,0,0
1921,Cumu,313.61,seriesval,0,0,0,0
1922,Cumu,322.89,seriesval,0,0,0,0
1923,Cumu,332.71,seriesval,0,0,0,0
1924,Cumu,342.55,seriesval,0,0,0,0
1925,Cumu,352.49,seriesval,0,0,0,0
1926,Cumu,362.42,seriesval,0,0,0,0
1927,Cumu,372.8,seriesval,0,0,0,0
1928,Cumu,383.23,seriesval,0,0,0,0
1929,Cumu,394.02,seriesval,0,0,0,0
1930,Cumu,404.54,seriesval,0,0,0,0
1931,Cumu,414.71,seriesval,0,0,0,0
1932,Cumu,424.54,seriesval,0,0,0,0
1933,Cumu,434.56,seriesval,0,0,0,0
1934,Cumu,444.83,seriesval,0,0,0,0
1935,Cumu,455.27,seriesval,0,0,0,0
1936,Cumu,466.1,seriesval,0,0,0,0
1937,Cumu,477.22,seriesval,0,0,0,0
1938,Cumu,488.11,seriesval,0,0,0,0
1939,Cumu,499.32,seriesval,0,0,0,0
1940,Cumu,511.01,seriesval,0,0,0,0
1941,Cumu,523.02,seriesval,0,0,0,0
1942,Cumu,535.36,seriesval,0,0,0,0
1943,Cumu,547.91,seriesval,0,0,0,0
1944,Cumu,560.61,seriesval,0,0,0,0
1945,Cumu,572.71,seriesval,0,0,0,0
1946,Cumu,585.48,seriesval,0,0,0,0
1947,Cumu,598.89,seriesval,0,0,0,0
1948,Cumu,612.68,seriesval,0,0,0,0
1949,Cumu,626.49,seriesval,0,0,0,0
1950,Cumu,640.94,seriesval,0,0,0,0
1951,Cumu,656.26,seriesval,0,0,0,0
1952,Cumu,671.87,seriesval,0,0,0,0
1953,Cumu,687.77,seriesval,0,0,0,0
1954,Cumu,704,seriesval,0,0,0,0
1955,Cumu,721.01,seriesval,0,0,0,0
1956,Cumu,738.7,seriesval,0,0,0,0
1957,Cumu,756.84,seriesval,0,0,0,0
1958,Cumu,775.51,seriesval,0,0,0,0
1959,Cumu,794.71,seriesval,0,0,0,0
1960,Cumu,814.61,seriesval,0,0,0,0
1961,Cumu,834.82,seriesval,0,0,0,0
1962,Cumu,856.03,seriesval,0,0,0,0
1963,Cumu,877.45,seriesval,0,0,0,0
1964,Cumu,899.27,seriesval,0,0,0,0
1965,Cumu,921.62,seriesval,0,0,0,0
1966,Cumu,944.5,seriesval,0,0,0,0
1967,Cumu,967.72,seriesval,0,0,0,0
1968,Cumu,992.66,seriesval,0,0,0,0
1969,Cumu,1018.64,seriesval,0,0,0,0
1970,Cumu,1045.38,seriesval,0,0,0,0
1971,Cumu,1071.77,seriesval,0,0,0,0
1972,Cumu,1099.88,seriesval,0,0,0,0
1973,Cumu,1128.97,seriesval,0,0,0,0
1974,Cumu,1158.07,seriesval,0,0,0,0
1975,Cumu,1187.42,seriesval,0,0,0,0
1976,Cumu,1218.43,seriesval,0,0,0,0
1977,Cumu,1250.64,seriesval,0,0,0,0
1978,Cumu,1282.93,seriesval,0,0,0,0
1979,Cumu,1316.12,seriesval,0,0,0,0
1980,Cumu,1348.99,seriesval,0,0,0,0
1981,Cumu,1381.59,seriesval,0,0,0,0
1982,Cumu,1415.96,seriesval,0,0,0,0
1983,Cumu,1449.67,seriesval,0,0,0,0
1984,Cumu,1483.43,seriesval,0,0,0,0
1985,Cumu,1518.2,seriesval,0,0,0,0
1986,Cumu,1553.72,seriesval,0,0,0,0
1987,Cumu,1590.14,seriesval,0,0,0,0
1988,Cumu,1626.82,seriesval,0,0,0,0
1989,Cumu,1663.8,seriesval,0,0,0,0
1990,Cumu,1701.82,seriesval,0,0,0,0
1991,Cumu,1740.3,seriesval,0,0,0,0
1992,Cumu,1779.24,seriesval,0,0,0,0
1993,Cumu,1818.64,seriesval,0,0,0,0
1994,Cumu,1858.5,seriesval,0,0,0,0
1995,Cumu,1898.83,seriesval,0,0,0,0
1996,Cumu,1939.61,seriesval,0,0,0,0
1997,Cumu,1980.86,seriesval,0,0,0,0
1998,Cumu,2022.57,seriesval,0,0,0,0
1999,Cumu,2064.74,seriesval,0,0,0,0
2000,Cumu,2106.4,seriesval,0,0,0,0
2001,Cumu,2148.53,seriesval,0,0,0,0
2002,Cumu,2191.12,seriesval,0,0,0,0
2003,Cumu,2234.17,seriesval,0,0,0,0
2004,Cumu,2277.68,seriesval,0,0,0,0
2005,Cumu,2324.87,seriesval,0,0,0,0
2006,Cumu,2372.51,seriesval,0,0,0,0
2007,Cumu,2420.62,seriesval,0,0,0,0
2008,Cumu,2469.19,seriesval,0,0,0,0
2009,Cumu,2518.22,seriesval,0,0,0,0
2010,Cumu,2567.76,seriesval,0,0,0,0
2011,Cumu,2619.16,seriesval,0,0,0,0
2012,Cumu,2671.19,seriesval,0,0,0,0
2013,Cumu,2723.49,seriesval,0,0,0,0
2014,Cumu,2776.07,seriesval,0,0,0,0
2015,Cumu,2828.92,seriesval,0,0,0,0
2016,Cumu,2882.04,seriesval,0,0,0,0
2017,Cumu,2935.44,seriesval,0,0,0,0
2018,Cumu,2989.11,seriesval,0,0,0,0
2019,Cumu,3043.06,seriesval,0,0,0,0
2020,Cumu,3097.28,seriesval,0,0,0,0
2021,Cumu,3153.43,seriesval,0,0,0,0
2022,Cumu,3211.52,seriesval,0,0,0,0
2023,Cumu,3271.53,seriesval,0,0,0,0
2024,Cumu,3333.48,seriesval,0,0,0,0
2025,Cumu,3397.35,seriesval,0,0,0,0
2026,Cumu,3463.16,seriesval,0,0,0,0
2027,Cumu,3530.9,seriesval,0,0,0,0
2028,Cumu,3600.57,seriesval,0,0,0,0
2029,Cumu,3672.17,seriesval,0,0,0,0
2030,Cumu,3745.7,seriesval,0,0,0,0
2031,Cumu,3820.53,seriesval,0,0,0,0
2032,Cumu,3896.68,seriesval,0,0,0,0
2033,Cumu,3974.13,seriesval,0,0,0,0
2034,Cumu,4052.88,seriesval,0,0,0,0
2035,Cumu,4132.94,seriesval,0,0,0,0
2036,Cumu,4214.31,seriesval,0,0,0,0
2037,Cumu,4296.99,seriesval,0,0,0,0
2038,Cumu,4380.97,seriesval,0,0,0,0
2039,Cumu,4466.26,seriesval,0,0,0,0
2040,Cumu,4552.85,seriesval,0,0,0,0
2041,Cumu,4640.76,seriesval,0,0,0,0
2042,Cumu,4729.96,seriesval,0,0,0,0
2043,Cumu,4820.48,seriesval,0,0,0,0
2044,Cumu,4912.3,seriesval,0,0,0,0
2045,Cumu,5005.43,seriesval,0,0,0,0
2046,Cumu,5099.86,seriesval,0,0,0,0
2047,Cumu,5195.6,seriesval,0,0,0,0
2048,Cumu,5292.65,seriesval,0,0,0,0
2049,Cumu,5391,seriesval,0,0,0,0
2050,Cumu,5490.66,seriesval,0,0,0,0
2051,Cumu,5591.03,seriesval,0,0,0,0
2052,Cumu,5692.12,seriesval,0,0,0,0
2053,Cumu,5793.92,seriesval,0,0,0,0
2054,Cumu,5896.44,seriesval,0,0,0,0
2055,Cumu,5999.66,seriesval,0,0,0,0
2056,Cumu,6103.6,seriesval,0,0,0,0
2057,Cumu,6208.26,seriesval,0,0,0,0
2058,Cumu,6313.62,seriesval,0,0,0,0
2059,Cumu,6419.7,seriesval,0,0,0,0
2060,Cumu,6526.5,seriesval,0,0,0,0
2061,Cumu,6634.01,seriesval,0,0,0,0
2062,Cumu,6742.23,seriesval,0,0,0,0
2063,Cumu,6851.16,seriesval,0,0,0,0
2064,Cumu,6960.81,seriesval,0,0,0,0
2065,Cumu,7071.17,seriesval,0,0,0,0
2066,Cumu,7182.24,seriesval,0,0,0,0
2067,Cumu,7294.03,seriesval,0,0,0,0
2068,Cumu,7406.53,seriesval,0,0,0,0
2069,Cumu,7519.75,seriesval,0,0,0,0
2070,Cumu,7633.68,seriesval,0,0,0,0
2071,Cumu,7748.32,seriesval,0,0,0,0
2072,Cumu,7863.67,seriesval,0,0,0,0
2073,Cumu,7979.74,seriesval,0,0,0,0
2074,Cumu,8096.52,seriesval,0,0,0,0
2075,Cumu,8214.02,seriesval,0,0,0,0
2076,Cumu,8332.23,seriesval,0,0,0,0
2077,Cumu,8451.15,seriesval,0,0,0,0
2078,Cumu,8570.78,seriesval,0,0,0,0
2079,Cumu,8691.13,seriesval,0,0,0,0
2080,Cumu,8812.2,seriesval,0,0,0,0
2081,Cumu,8933.97,seriesval,0,0,0,0
2082,Cumu,9056.46,seriesval,0,0,0,0
2083,Cumu,9179.66,seriesval,0,0,0,0
2084,Cumu,9303.58,seriesval,0,0,0,0
2085,Cumu,9428.21,seriesval,0,0,0,0
2086,Cumu,9553.55,seriesval,0,0,0,0
2087,Cumu,9679.61,seriesval,0,0,0,0
2088,Cumu,9806.38,seriesval,0,0,0,0
2089,Cumu,9933.86,seriesval,0,0,0,0
2090,Cumu,10062.06,seriesval,0,0,0,0
2091,Cumu,10190.97,seriesval,0,0,0,0
2092,Cumu,10320.59,seriesval,0,0,0,0
2093,Cumu,10450.93,seriesval,0,0,0,0
2094,Cumu,10581.97,seriesval,0,0,0,0
2095,Cumu,10713.74,seriesval,0,0,0,0
2096,Cumu,10846.22,seriesval,0,0,0,0
2097,Cumu,10979.41,seriesval,0,0,0,0
2098,Cumu,11113.31,seriesval,0,0,0,0
2099,Cumu,11247.93,seriesval,0,0,0,0
2100,Cumu,11383.26,seriesval,0,0,0,0
0,中国,0,sliderval,0.5063073394,0.3131232218,0.1048951049,lo
0,中国,0,sliderval,1,1,1,hi
0,中国,0,sliderval,0.7804878049,0.3913043478,1,indc
0,美国,0,sliderval,0.5757142857,0.2130686518,0.2065217391,lo
0,美国,0,sliderval,1,1,1,hi
0,美国,0,sliderval,0.138047138,0.04559270517,1,indc
0,欧盟27,0,sliderval,0.4833333333,0.1703853955,0.3035714286,lo
0,欧盟27,0,sliderval,1,1,1,hi
0,欧盟27,0,sliderval,0.1548387097,0.02403846154,1,indc
0,印度,0,sliderval,0.5006954103,0.4221770551,0.1641025641,lo
0,印度,0,sliderval,1,1,1,hi
0,印度,0,sliderval,0.6406685237,0.5567010309,1,indc
0,俄罗斯,0,sliderval,0.5672727273,0.1903846154,0.05611672278,lo
0,俄罗斯,0,sliderval,1,1,1,hi
0,俄罗斯,0,sliderval,0.8739495798,0.2825112108,1,indc
0,Brazil,0,sliderval,0.4,0.4032258065,0.08641114983,lo
0,Brazil,0,sliderval,1,1,1,hi
0,Brazil,0,sliderval,0.2266666667,0.03846153846,1,indc
0,Japan,0,sliderval,0.5704225352,0.253223594,0.1153846154,lo
0,Japan,0,sliderval,1,1,1,hi
0,Japan,0,sliderval,0.4262295082,0.1298701299,1,indc
0,Canada,0,sliderval,0.4791666667,0.2086956522,0.1666666667,lo
0,Canada,0,sliderval,1,1,1,hi
0,Canada,0,sliderval,0.28,0.1574074074,1,indc
0,Australia,0,sliderval,0.5340909091,0.1560283688,0.2,lo
0,Australia,0,sliderval,1,1,1,hi
0,Australia,0,sliderval,0.4634146341,0.1090909091,1,indc
0,RoW,0,sliderval,0.5312157722,0.4452817043,0.2028503937,lo
0,RoW,0,sliderval,1,1,1,hi
0,RoW,0,sliderval,0.3855140187,0.4216054014,1,indc
1870,2DS,2.91,seriesval,0,0,0,0
1871,2DS,2.98,seriesval,0,0,0,0
1872,2DS,3.20,seriesval,0,0,0,0
1873,2DS,3.26,seriesval,0,0,0,0
1874,2DS,3.24,seriesval,0,0,0,0
1875,2DS,3.29,seriesval,0,0,0,0
1876,2DS,3.31,seriesval,0,0,0,0
1877,2DS,3.33,seriesval,0,0,0,0
1878,2DS,3.35,seriesval,0,0,0,0
1879,2DS,3.41,seriesval,0,0,0,0
1880,2DS,3.51,seriesval,0,0,0,0
1881,2DS,3.60,seriesval,0,0,0,0
1882,2DS,3.56,seriesval,0,0,0,0
1883,2DS,3.62,seriesval,0,0,0,0
1884,2DS,3.63,seriesval,0,0,0,0
1885,2DS,3.64,seriesval,0,0,0,0
1886,2DS,3.66,seriesval,0,0,0,0
1887,2DS,3.70,seriesval,0,0,0,0
1888,2DS,3.81,seriesval,0,0,0,0
1889,2DS,3.80,seriesval,0,0,0,0
1890,2DS,5.63,seriesval,0,0,0,0
1891,2DS,5.71,seriesval,0,0,0,0
1892,2DS,5.77,seriesval,0,0,0,0
1893,2DS,5.77,seriesval,0,0,0,0
1894,2DS,5.88,seriesval,0,0,0,0
1895,2DS,5.99,seriesval,0,0,0,0
1896,2DS,6.07,seriesval,0,0,0,0
1897,2DS,6.17,seriesval,0,0,0,0
1898,2DS,6.29,seriesval,0,0,0,0
1899,2DS,6.47,seriesval,0,0,0,0
1900,2DS,6.59,seriesval,0,0,0,0
1901,2DS,7.13,seriesval,0,0,0,0
1902,2DS,7.26,seriesval,0,0,0,0
1903,2DS,7.52,seriesval,0,0,0,0
1904,2DS,7.60,seriesval,0,0,0,0
1905,2DS,7.83,seriesval,0,0,0,0
1906,2DS,8.04,seriesval,0,0,0,0
1907,2DS,8.40,seriesval,0,0,0,0
1908,2DS,8.35,seriesval,0,0,0,0
1909,2DS,8.51,seriesval,0,0,0,0
1910,2DS,8.71,seriesval,0,0,0,0
1911,2DS,8.71,seriesval,0,0,0,0
1912,2DS,8.81,seriesval,0,0,0,0
1913,2DS,9.04,seriesval,0,0,0,0
1914,2DS,8.76,seriesval,0,0,0,0
1915,2DS,8.75,seriesval,0,0,0,0
1916,2DS,9.03,seriesval,0,0,0,0
1917,2DS,9.24,seriesval,0,0,0,0
1918,2DS,9.31,seriesval,0,0,0,0
1919,2DS,8.91,seriesval,0,0,0,0
1920,2DS,9.43,seriesval,0,0,0,0
1921,2DS,9.10,seriesval,0,0,0,0
1922,2DS,9.27,seriesval,0,0,0,0
1923,2DS,9.82,seriesval,0,0,0,0
1924,2DS,9.84,seriesval,0,0,0,0
1925,2DS,9.94,seriesval,0,0,0,0
1926,2DS,9.92,seriesval,0,0,0,0
1927,2DS,10.38,seriesval,0,0,0,0
1928,2DS,10.43,seriesval,0,0,0,0
1929,2DS,10.79,seriesval,0,0,0,0
1930,2DS,10.52,seriesval,0,0,0,0
1931,2DS,10.17,seriesval,0,0,0,0
1932,2DS,9.83,seriesval,0,0,0,0
1933,2DS,10.01,seriesval,0,0,0,0
1934,2DS,10.27,seriesval,0,0,0,0
1935,2DS,10.45,seriesval,0,0,0,0
1936,2DS,10.83,seriesval,0,0,0,0
1937,2DS,11.12,seriesval,0,0,0,0
1938,2DS,10.89,seriesval,0,0,0,0
1939,2DS,11.21,seriesval,0,0,0,0
1940,2DS,11.69,seriesval,0,0,0,0
1941,2DS,12.01,seriesval,0,0,0,0
1942,2DS,12.34,seriesval,0,0,0,0
1943,2DS,12.55,seriesval,0,0,0,0
1944,2DS,12.71,seriesval,0,0,0,0
1945,2DS,12.09,seriesval,0,0,0,0
1946,2DS,12.78,seriesval,0,0,0,0
1947,2DS,13.41,seriesval,0,0,0,0
1948,2DS,13.79,seriesval,0,0,0,0
1949,2DS,13.81,seriesval,0,0,0,0
1950,2DS,14.45,seriesval,0,0,0,0
1951,2DS,15.32,seriesval,0,0,0,0
1952,2DS,15.61,seriesval,0,0,0,0
1953,2DS,15.90,seriesval,0,0,0,0
1954,2DS,16.23,seriesval,0,0,0,0
1955,2DS,17.01,seriesval,0,0,0,0
1956,2DS,17.69,seriesval,0,0,0,0
1957,2DS,18.14,seriesval,0,0,0,0
1958,2DS,18.66,seriesval,0,0,0,0
1959,2DS,19.20,seriesval,0,0,0,0
1960,2DS,19.90,seriesval,0,0,0,0
1961,2DS,20.21,seriesval,0,0,0,0
1962,2DS,21.21,seriesval,0,0,0,0
1963,2DS,21.42,seriesval,0,0,0,0
1964,2DS,21.82,seriesval,0,0,0,0
1965,2DS,22.35,seriesval,0,0,0,0
1966,2DS,22.88,seriesval,0,0,0,0
1967,2DS,23.22,seriesval,0,0,0,0
1968,2DS,24.94,seriesval,0,0,0,0
1969,2DS,25.97,seriesval,0,0,0,0
1970,2DS,26.74,seriesval,0,0,0,0
1971,2DS,26.39,seriesval,0,0,0,0
1972,2DS,28.11,seriesval,0,0,0,0
1973,2DS,29.09,seriesval,0,0,0,0
1974,2DS,29.10,seriesval,0,0,0,0
1975,2DS,29.34,seriesval,0,0,0,0
1976,2DS,31.02,seriesval,0,0,0,0
1977,2DS,32.21,seriesval,0,0,0,0
1978,2DS,32.29,seriesval,0,0,0,0
1979,2DS,33.19,seriesval,0,0,0,0
1980,2DS,32.87,seriesval,0,0,0,0
1981,2DS,32.59,seriesval,0,0,0,0
1982,2DS,34.37,seriesval,0,0,0,0
1983,2DS,33.71,seriesval,0,0,0,0
1984,2DS,33.76,seriesval,0,0,0,0
1985,2DS,34.77,seriesval,0,0,0,0
1986,2DS,35.51,seriesval,0,0,0,0
1987,2DS,36.42,seriesval,0,0,0,0
1988,2DS,36.69,seriesval,0,0,0,0
1989,2DS,36.97,seriesval,0,0,0,0
1990,2DS,37.26,seriesval,0,0,0,0
1991,2DS,38.84,seriesval,0,0,0,0
1992,2DS,38.73,seriesval,0,0,0,0
1993,2DS,38.27,seriesval,0,0,0,0
1994,2DS,38.32,seriesval,0,0,0,0
1995,2DS,37.99,seriesval,0,0,0,0
1996,2DS,39.08,seriesval,0,0,0,0
1997,2DS,39.99,seriesval,0,0,0,0
1998,2DS,39.99,seriesval,0,0,0,0
1999,2DS,39.80,seriesval,0,0,0,0
2000,2DS,39.36,seriesval,0,0,0,0
2001,2DS,39.55,seriesval,0,0,0,0
2002,2DS,41.20,seriesval,0,0,0,0
2003,2DS,41.75,seriesval,0,0,0,0
2004,2DS,44.48,seriesval,0,0,0,0
2005,2DS,45.83,seriesval,0,0,0,0
2006,2DS,47.27,seriesval,0,0,0,0
2007,2DS,47.48,seriesval,0,0,0,0
2008,2DS,47.00,seriesval,0,0,0,0
2009,2DS,47.45,seriesval,0,0,0,0
2010,2DS,49.30,seriesval,0,0,0,0
2011,2DS,51.63,seriesval,0,0,0,0
2012,2DS,52.33,seriesval,0,0,0,0
2013,2DS,53.23,seriesval,0,0,0,0
2014,2DS,53.37,seriesval,0,0,0,0
2015,2DS,53.51,seriesval,0,0,0,0
2016,2DS,53.66,seriesval,0,0,0,0
2017,2DS,53.80,seriesval,0,0,0,0
2018,2DS,53.94,seriesval,0,0,0,0
2019,2DS,54.08,seriesval,0,0,0,0
2020,2DS,54.22,seriesval,0,0,0,0
2021,2DS,52.62,seriesval,0,0,0,0
2022,2DS,51.02,seriesval,0,0,0,0
2023,2DS,49.42,seriesval,0,0,0,0
2024,2DS,47.82,seriesval,0,0,0,0
2025,2DS,46.21,seriesval,0,0,0,0
2026,2DS,44.61,seriesval,0,0,0,0
2027,2DS,43.01,seriesval,0,0,0,0
2028,2DS,41.41,seriesval,0,0,0,0
2029,2DS,39.81,seriesval,0,0,0,0
2030,2DS,38.21,seriesval,0,0,0,0
2031,2DS,37.19,seriesval,0,0,0,0
2032,2DS,36.18,seriesval,0,0,0,0
2033,2DS,35.17,seriesval,0,0,0,0
2034,2DS,34.16,seriesval,0,0,0,0
2035,2DS,33.14,seriesval,0,0,0,0
2036,2DS,32.13,seriesval,0,0,0,0
2037,2DS,31.12,seriesval,0,0,0,0
2038,2DS,30.11,seriesval,0,0,0,0
2039,2DS,29.09,seriesval,0,0,0,0
2040,2DS,28.08,seriesval,0,0,0,0
2041,2DS,27.07,seriesval,0,0,0,0
2042,2DS,26.06,seriesval,0,0,0,0
2043,2DS,25.05,seriesval,0,0,0,0
2044,2DS,24.03,seriesval,0,0,0,0
2045,2DS,23.02,seriesval,0,0,0,0
2046,2DS,22.01,seriesval,0,0,0,0
2047,2DS,21.00,seriesval,0,0,0,0
2048,2DS,19.98,seriesval,0,0,0,0
2049,2DS,18.97,seriesval,0,0,0,0
2050,2DS,17.96,seriesval,0,0,0,0
2051,2DS,17.69,seriesval,0,0,0,0
2052,2DS,17.42,seriesval,0,0,0,0
2053,2DS,17.15,seriesval,0,0,0,0
2054,2DS,16.88,seriesval,0,0,0,0
2055,2DS,16.61,seriesval,0,0,0,0
2056,2DS,16.34,seriesval,0,0,0,0
2057,2DS,16.07,seriesval,0,0,0,0
2058,2DS,15.80,seriesval,0,0,0,0
2059,2DS,15.53,seriesval,0,0,0,0
2060,2DS,15.26,seriesval,0,0,0,0
2061,2DS,15.00,seriesval,0,0,0,0
2062,2DS,14.73,seriesval,0,0,0,0
2063,2DS,14.46,seriesval,0,0,0,0
2064,2DS,14.19,seriesval,0,0,0,0
2065,2DS,13.92,seriesval,0,0,0,0
2066,2DS,13.65,seriesval,0,0,0,0
2067,2DS,13.38,seriesval,0,0,0,0
2068,2DS,13.11,seriesval,0,0,0,0
2069,2DS,12.84,seriesval,0,0,0,0
2070,2DS,12.57,seriesval,0,0,0,0
2071,2DS,12.30,seriesval,0,0,0,0
2072,2DS,12.03,seriesval,0,0,0,0
2073,2DS,11.76,seriesval,0,0,0,0
2074,2DS,11.49,seriesval,0,0,0,0
2075,2DS,11.22,seriesval,0,0,0,0
2076,2DS,10.95,seriesval,0,0,0,0
2077,2DS,10.68,seriesval,0,0,0,0
2078,2DS,10.41,seriesval,0,0,0,0
2079,2DS,10.14,seriesval,0,0,0,0
2080,2DS,9.87,seriesval,0,0,0,0
2081,2DS,9.60,seriesval,0,0,0,0
2082,2DS,9.34,seriesval,0,0,0,0
2083,2DS,9.07,seriesval,0,0,0,0
2084,2DS,8.80,seriesval,0,0,0,0
2085,2DS,8.53,seriesval,0,0,0,0
2086,2DS,8.26,seriesval,0,0,0,0
2087,2DS,7.99,seriesval,0,0,0,0
2088,2DS,7.72,seriesval,0,0,0,0
2089,2DS,7.45,seriesval,0,0,0,0
2090,2DS,7.18,seriesval,0,0,0,0
2091,2DS,6.91,seriesval,0,0,0,0
2092,2DS,6.64,seriesval,0,0,0,0
2093,2DS,6.37,seriesval,0,0,0,0
2094,2DS,6.10,seriesval,0,0,0,0
2095,2DS,5.83,seriesval,0,0,0,0
2096,2DS,5.56,seriesval,0,0,0,0
2097,2DS,5.29,seriesval,0,0,0,0
2098,2DS,5.02,seriesval,0,0,0,0
2099,2DS,4.75,seriesval,0,0,0,0
2100,2DS,4.48,seriesval,0,0,0,0
1870,6DS,2.91,seriesval,0,0,0,0
1871,6DS,2.98,seriesval,0,0,0,0
1872,6DS,3.20,seriesval,0,0,0,0
1873,6DS,3.26,seriesval,0,0,0,0
1874,6DS,3.24,seriesval,0,0,0,0
1875,6DS,3.29,seriesval,0,0,0,0
1876,6DS,3.31,seriesval,0,0,0,0
1877,6DS,3.33,seriesval,0,0,0,0
1878,6DS,3.35,seriesval,0,0,0,0
1879,6DS,3.41,seriesval,0,0,0,0
1880,6DS,3.51,seriesval,0,0,0,0
1881,6DS,3.60,seriesval,0,0,0,0
1882,6DS,3.56,seriesval,0,0,0,0
1883,6DS,3.62,seriesval,0,0,0,0
1884,6DS,3.63,seriesval,0,0,0,0
1885,6DS,3.64,seriesval,0,0,0,0
1886,6DS,3.66,seriesval,0,0,0,0
1887,6DS,3.70,seriesval,0,0,0,0
1888,6DS,3.81,seriesval,0,0,0,0
1889,6DS,3.80,seriesval,0,0,0,0
1890,6DS,5.63,seriesval,0,0,0,0
1891,6DS,5.71,seriesval,0,0,0,0
1892,6DS,5.77,seriesval,0,0,0,0
1893,6DS,5.77,seriesval,0,0,0,0
1894,6DS,5.88,seriesval,0,0,0,0
1895,6DS,5.99,seriesval,0,0,0,0
1896,6DS,6.07,seriesval,0,0,0,0
1897,6DS,6.17,seriesval,0,0,0,0
1898,6DS,6.29,seriesval,0,0,0,0
1899,6DS,6.47,seriesval,0,0,0,0
1900,6DS,6.59,seriesval,0,0,0,0
1901,6DS,7.13,seriesval,0,0,0,0
1902,6DS,7.26,seriesval,0,0,0,0
1903,6DS,7.52,seriesval,0,0,0,0
1904,6DS,7.60,seriesval,0,0,0,0
1905,6DS,7.83,seriesval,0,0,0,0
1906,6DS,8.04,seriesval,0,0,0,0
1907,6DS,8.40,seriesval,0,0,0,0
1908,6DS,8.35,seriesval,0,0,0,0
1909,6DS,8.51,seriesval,0,0,0,0
1910,6DS,8.71,seriesval,0,0,0,0
1911,6DS,8.71,seriesval,0,0,0,0
1912,6DS,8.81,seriesval,0,0,0,0
1913,6DS,9.04,seriesval,0,0,0,0
1914,6DS,8.76,seriesval,0,0,0,0
1915,6DS,8.75,seriesval,0,0,0,0
1916,6DS,9.03,seriesval,0,0,0,0
1917,6DS,9.24,seriesval,0,0,0,0
1918,6DS,9.31,seriesval,0,0,0,0
1919,6DS,8.91,seriesval,0,0,0,0
1920,6DS,9.43,seriesval,0,0,0,0
1921,6DS,9.10,seriesval,0,0,0,0
1922,6DS,9.27,seriesval,0,0,0,0
1923,6DS,9.82,seriesval,0,0,0,0
1924,6DS,9.84,seriesval,0,0,0,0
1925,6DS,9.94,seriesval,0,0,0,0
1926,6DS,9.92,seriesval,0,0,0,0
1927,6DS,10.38,seriesval,0,0,0,0
1928,6DS,10.43,seriesval,0,0,0,0
1929,6DS,10.79,seriesval,0,0,0,0
1930,6DS,10.52,seriesval,0,0,0,0
1931,6DS,10.17,seriesval,0,0,0,0
1932,6DS,9.83,seriesval,0,0,0,0
1933,6DS,10.01,seriesval,0,0,0,0
1934,6DS,10.27,seriesval,0,0,0,0
